"Year","Pts","Attendance","Players.Used","Age","Poss","PK","PKatt","CrdY","CrdR","SoTA","Saves","Save_Pct","CS","CS_Pct","PKatt_A","Sh","SoT","SoT_Pct","Sh_Per_90","SoT_Per_90","G_Per_Sht","G_Per_SoT","Dist","PK_A","Squad.Year","PKsv","PKm","Squad"
2008,50,43162,34,24.5,NA,6,7,49,4,192,142,74,10,26.3,NA,NA,213,NA,NA,5.61,NA,0.23,NA,6,"Manchester City 2008",NA,NA,"NA"
2008,45,18350,29,26.5,NA,5,5,59,4,134,89,66.4,13,34.2,NA,NA,183,NA,NA,4.82,NA,0.15,NA,5,"Wigan Athletic 2008",NA,NA,"NA"
2008,45,26960,29,28.5,NA,5,6,73,5,191,136,71.2,12,31.6,NA,NA,120,NA,NA,3.16,NA,0.26,NA,5,"Stoke City 2008",NA,NA,"NA"
2008,41,22486,24,27.3,NA,0,1,62,1,213,160,75.1,7,18.4,NA,NA,185,NA,NA,4.87,NA,0.22,NA,0,"Bolton 2008",NA,NA,"NA"
2008,41,19830,29,28.6,NA,2,3,57,5,212,155,73.1,8,21.1,NA,NA,163,NA,NA,4.29,NA,0.21,NA,2,"Portsmouth 2008",NA,NA,"NA"
2008,41,23481,28,28.3,NA,4,7,73,4,177,117,66.1,10,26.3,NA,NA,153,NA,NA,4.03,NA,0.24,NA,4,"Blackburn 2008",NA,NA,"NA"
2008,36,40163,30,26.1,NA,1,1,69,1,168,114,67.9,9,23.7,NA,NA,164,NA,NA,4.32,NA,0.19,NA,1,"Sunderland 2008",NA,NA,"NA"
2008,35,24816,29,27.7,NA,3,3,70,3,212,148,69.8,6,15.8,NA,NA,160,NA,NA,4.21,NA,0.2,NA,3,"Hull City 2008",NA,NA,"NA"
2008,34,48750,29,26.8,NA,4,5,57,8,210,151,71.9,7,18.4,NA,NA,149,NA,NA,3.92,NA,0.23,NA,4,"Newcastle Utd 2008",NA,NA,"NA"
2008,32,28429,28,24.5,NA,1,3,54,3,216,159,73.6,7,18.4,NA,NA,153,NA,NA,4.03,NA,0.16,NA,1,"Middlesbrough 2008",NA,NA,"NA"
2008,32,25828,30,25.2,NA,3,5,66,1,227,160,70.5,8,21.1,NA,NA,182,NA,NA,4.79,NA,0.17,NA,3,"West Brom 2008",NA,NA,"NA"
2009,90,75304,33,27.1,NA,4,4,61,5,138,114,82.6,24,63.2,NA,NA,272,NA,NA,7.16,NA,0.24,NA,4,"Manchester Utd 2009",NA,NA,"NA"
2009,86,43611,23,26.5,NA,5,6,50,0,122,95,77.9,20,52.6,NA,NA,269,NA,NA,7.08,NA,0.25,NA,5,"Liverpool 2009",NA,NA,"NA"
2009,83,41588,29,27.5,NA,2,2,50,2,144,120,83.3,22,57.9,NA,NA,285,NA,NA,7.5,NA,0.22,NA,2,"Chelsea 2009",NA,NA,"NA"
2009,72,60040,28,24.1,NA,5,5,58,3,149,112,75.2,16,42.1,NA,NA,231,NA,NA,6.08,NA,0.26,NA,5,"Arsenal 2009",NA,NA,"NA"
2009,63,35667,25,26.4,NA,4,5,49,1,186,149,80.1,17,44.7,NA,NA,200,NA,NA,5.26,NA,0.25,NA,4,"Everton 2009",NA,NA,"NA"
2009,62,39812,21,27.1,NA,4,5,53,2,186,138,74.2,13,34.2,NA,NA,180,NA,NA,4.74,NA,0.24,NA,4,"Aston Villa 2009",NA,NA,"NA"
2009,53,24340,26,28.8,NA,5,5,40,1,195,161,82.6,15,39.5,NA,NA,173,NA,NA,4.55,NA,0.2,NA,5,"Fulham 2009",NA,NA,"NA"
2009,51,35929,29,24.9,NA,3,4,54,5,203,158,77.8,13,34.2,NA,NA,209,NA,NA,5.5,NA,0.19,NA,3,"Tottenham 2009",NA,NA,"NA"
2009,51,34227,30,26.6,NA,1,3,66,4,197,152,77.2,10,26.3,NA,NA,180,NA,NA,4.74,NA,0.22,NA,1,"West Ham 2009",NA,NA,"NA"
2009,50,43162,34,24.5,NA,6,7,49,4,192,142,74,10,26.3,NA,NA,213,NA,NA,5.61,NA,0.23,NA,6,"Manchester City 2009",NA,NA,"NA"
2009,45,18350,29,26.5,NA,5,5,59,4,134,89,66.4,13,34.2,NA,NA,183,NA,NA,4.82,NA,0.15,NA,5,"Wigan Athletic 2009",NA,NA,"NA"
2009,45,26960,29,28.5,NA,5,6,73,5,191,136,71.2,12,31.6,NA,NA,120,NA,NA,3.16,NA,0.26,NA,5,"Stoke City 2009",NA,NA,"NA"
2009,41,22486,24,27.3,NA,0,1,62,1,213,160,75.1,7,18.4,NA,NA,185,NA,NA,4.87,NA,0.22,NA,0,"Bolton 2009",NA,NA,"NA"
2009,41,19830,29,28.6,NA,2,3,57,5,212,155,73.1,8,21.1,NA,NA,163,NA,NA,4.29,NA,0.21,NA,2,"Portsmouth 2009",NA,NA,"NA"
2009,41,23481,28,28.3,NA,4,7,73,4,177,117,66.1,10,26.3,NA,NA,153,NA,NA,4.03,NA,0.24,NA,4,"Blackburn 2009",NA,NA,"NA"
2009,36,40163,30,26.1,NA,1,1,69,1,168,114,67.9,9,23.7,NA,NA,164,NA,NA,4.32,NA,0.19,NA,1,"Sunderland 2009",NA,NA,"NA"
2009,35,24816,29,27.7,NA,3,3,70,3,212,148,69.8,6,15.8,NA,NA,160,NA,NA,4.21,NA,0.2,NA,3,"Hull City 2009",NA,NA,"NA"
2009,34,48750,29,26.8,NA,4,5,57,8,210,151,71.9,7,18.4,NA,NA,149,NA,NA,3.92,NA,0.23,NA,4,"Newcastle Utd 2009",NA,NA,"NA"
2009,32,28429,28,24.5,NA,1,3,54,3,216,159,73.6,7,18.4,NA,NA,153,NA,NA,4.03,NA,0.16,NA,1,"Middlesbrough 2009",NA,NA,"NA"
2009,32,25828,30,25.2,NA,3,5,66,1,227,160,70.5,8,21.1,NA,NA,182,NA,NA,4.79,NA,0.17,NA,3,"West Brom 2009",NA,NA,"NA"
2010,90,75304,33,27.1,NA,4,4,61,5,138,114,82.6,24,63.2,NA,NA,272,NA,NA,7.16,NA,0.24,NA,4,"Manchester Utd 2010",NA,NA,"NA"
2010,86,43611,23,26.5,NA,5,6,50,0,122,95,77.9,20,52.6,NA,NA,269,NA,NA,7.08,NA,0.25,NA,5,"Liverpool 2010",NA,NA,"NA"
2010,83,41588,29,27.5,NA,2,2,50,2,144,120,83.3,22,57.9,NA,NA,285,NA,NA,7.5,NA,0.22,NA,2,"Chelsea 2010",NA,NA,"NA"
2010,72,60040,28,24.1,NA,5,5,58,3,149,112,75.2,16,42.1,NA,NA,231,NA,NA,6.08,NA,0.26,NA,5,"Arsenal 2010",NA,NA,"NA"
2010,63,35667,25,26.4,NA,4,5,49,1,186,149,80.1,17,44.7,NA,NA,200,NA,NA,5.26,NA,0.25,NA,4,"Everton 2010",NA,NA,"NA"
2010,62,39812,21,27.1,NA,4,5,53,2,186,138,74.2,13,34.2,NA,NA,180,NA,NA,4.74,NA,0.24,NA,4,"Aston Villa 2010",NA,NA,"NA"
2010,53,24340,26,28.8,NA,5,5,40,1,195,161,82.6,15,39.5,NA,NA,173,NA,NA,4.55,NA,0.2,NA,5,"Fulham 2010",NA,NA,"NA"
2010,51,35929,29,24.9,NA,3,4,54,5,203,158,77.8,13,34.2,NA,NA,209,NA,NA,5.5,NA,0.19,NA,3,"Tottenham 2010",NA,NA,"NA"
2010,51,34227,30,26.6,NA,1,3,66,4,197,152,77.2,10,26.3,NA,NA,180,NA,NA,4.74,NA,0.22,NA,1,"West Ham 2010",NA,NA,"NA"
2010,50,43162,34,24.5,NA,6,7,49,4,192,142,74,10,26.3,NA,NA,213,NA,NA,5.61,NA,0.23,NA,6,"Manchester City 2010",NA,NA,"NA"
2010,45,18350,29,26.5,NA,5,5,59,4,134,89,66.4,13,34.2,NA,NA,183,NA,NA,4.82,NA,0.15,NA,5,"Wigan Athletic 2010",NA,NA,"NA"
2010,45,26960,29,28.5,NA,5,6,73,5,191,136,71.2,12,31.6,NA,NA,120,NA,NA,3.16,NA,0.26,NA,5,"Stoke City 2010",NA,NA,"NA"
2010,41,22486,24,27.3,NA,0,1,62,1,213,160,75.1,7,18.4,NA,NA,185,NA,NA,4.87,NA,0.22,NA,0,"Bolton 2010",NA,NA,"NA"
2010,41,19830,29,28.6,NA,2,3,57,5,212,155,73.1,8,21.1,NA,NA,163,NA,NA,4.29,NA,0.21,NA,2,"Portsmouth 2010",NA,NA,"NA"
2010,41,23481,28,28.3,NA,4,7,73,4,177,117,66.1,10,26.3,NA,NA,153,NA,NA,4.03,NA,0.24,NA,4,"Blackburn 2010",NA,NA,"NA"
2010,36,40163,30,26.1,NA,1,1,69,1,168,114,67.9,9,23.7,NA,NA,164,NA,NA,4.32,NA,0.19,NA,1,"Sunderland 2010",NA,NA,"NA"
2010,35,24816,29,27.7,NA,3,3,70,3,212,148,69.8,6,15.8,NA,NA,160,NA,NA,4.21,NA,0.2,NA,3,"Hull City 2010",NA,NA,"NA"
2010,34,48750,29,26.8,NA,4,5,57,8,210,151,71.9,7,18.4,NA,NA,149,NA,NA,3.92,NA,0.23,NA,4,"Newcastle Utd 2010",NA,NA,"NA"
2010,32,28429,28,24.5,NA,1,3,54,3,216,159,73.6,7,18.4,NA,NA,153,NA,NA,4.03,NA,0.16,NA,1,"Middlesbrough 2010",NA,NA,"NA"
2010,32,25828,30,25.2,NA,3,5,66,1,227,160,70.5,8,21.1,NA,NA,182,NA,NA,4.79,NA,0.17,NA,3,"West Brom 2010",NA,NA,"NA"
2011,90,75304,33,27.1,NA,4,4,61,5,138,114,82.6,24,63.2,NA,NA,272,NA,NA,7.16,NA,0.24,NA,4,"Manchester Utd 2011",NA,NA,"NA"
2011,86,43611,23,26.5,NA,5,6,50,0,122,95,77.9,20,52.6,NA,NA,269,NA,NA,7.08,NA,0.25,NA,5,"Liverpool 2011",NA,NA,"NA"
2011,83,41588,29,27.5,NA,2,2,50,2,144,120,83.3,22,57.9,NA,NA,285,NA,NA,7.5,NA,0.22,NA,2,"Chelsea 2011",NA,NA,"NA"
2011,72,60040,28,24.1,NA,5,5,58,3,149,112,75.2,16,42.1,NA,NA,231,NA,NA,6.08,NA,0.26,NA,5,"Arsenal 2011",NA,NA,"NA"
2011,63,35667,25,26.4,NA,4,5,49,1,186,149,80.1,17,44.7,NA,NA,200,NA,NA,5.26,NA,0.25,NA,4,"Everton 2011",NA,NA,"NA"
2011,62,39812,21,27.1,NA,4,5,53,2,186,138,74.2,13,34.2,NA,NA,180,NA,NA,4.74,NA,0.24,NA,4,"Aston Villa 2011",NA,NA,"NA"
2011,53,24340,26,28.8,NA,5,5,40,1,195,161,82.6,15,39.5,NA,NA,173,NA,NA,4.55,NA,0.2,NA,5,"Fulham 2011",NA,NA,"NA"
2011,51,35929,29,24.9,NA,3,4,54,5,203,158,77.8,13,34.2,NA,NA,209,NA,NA,5.5,NA,0.19,NA,3,"Tottenham 2011",NA,NA,"NA"
2011,51,34227,30,26.6,NA,1,3,66,4,197,152,77.2,10,26.3,NA,NA,180,NA,NA,4.74,NA,0.22,NA,1,"West Ham 2011",NA,NA,"NA"
2011,50,43162,34,24.5,NA,6,7,49,4,192,142,74,10,26.3,NA,NA,213,NA,NA,5.61,NA,0.23,NA,6,"Manchester City 2011",NA,NA,"NA"
2011,45,18350,29,26.5,NA,5,5,59,4,134,89,66.4,13,34.2,NA,NA,183,NA,NA,4.82,NA,0.15,NA,5,"Wigan Athletic 2011",NA,NA,"NA"
2011,45,26960,29,28.5,NA,5,6,73,5,191,136,71.2,12,31.6,NA,NA,120,NA,NA,3.16,NA,0.26,NA,5,"Stoke City 2011",NA,NA,"NA"
2011,41,22486,24,27.3,NA,0,1,62,1,213,160,75.1,7,18.4,NA,NA,185,NA,NA,4.87,NA,0.22,NA,0,"Bolton 2011",NA,NA,"NA"
2011,41,19830,29,28.6,NA,2,3,57,5,212,155,73.1,8,21.1,NA,NA,163,NA,NA,4.29,NA,0.21,NA,2,"Portsmouth 2011",NA,NA,"NA"
2011,41,23481,28,28.3,NA,4,7,73,4,177,117,66.1,10,26.3,NA,NA,153,NA,NA,4.03,NA,0.24,NA,4,"Blackburn 2011",NA,NA,"NA"
2011,36,40163,30,26.1,NA,1,1,69,1,168,114,67.9,9,23.7,NA,NA,164,NA,NA,4.32,NA,0.19,NA,1,"Sunderland 2011",NA,NA,"NA"
2011,35,24816,29,27.7,NA,3,3,70,3,212,148,69.8,6,15.8,NA,NA,160,NA,NA,4.21,NA,0.2,NA,3,"Hull City 2011",NA,NA,"NA"
2011,34,48750,29,26.8,NA,4,5,57,8,210,151,71.9,7,18.4,NA,NA,149,NA,NA,3.92,NA,0.23,NA,4,"Newcastle Utd 2011",NA,NA,"NA"
2011,32,28429,28,24.5,NA,1,3,54,3,216,159,73.6,7,18.4,NA,NA,153,NA,NA,4.03,NA,0.16,NA,1,"Middlesbrough 2011",NA,NA,"NA"
2011,32,25828,30,25.2,NA,3,5,66,1,227,160,70.5,8,21.1,NA,NA,182,NA,NA,4.79,NA,0.17,NA,3,"West Brom 2011",NA,NA,"NA"
2012,89,75530,25,27.3,NA,4,7,57,1,152,109,71.7,13,34.2,7,NA,243,NA,NA,6.39,NA,0.31,NA,4,"Manchester Utd 2012",NA,NA,"NA"
2012,78,46974,25,26.7,NA,4,6,63,3,112,78,69.6,18,47.4,6,NA,285,NA,NA,7.5,NA,0.21,NA,4,"Manchester City 2012",NA,NA,"NA"
2012,75,41462,26,26.4,NA,9,11,51,3,162,123,75.9,14,36.8,11,NA,257,NA,NA,6.76,NA,0.24,NA,9,"Chelsea 2012",NA,NA,"NA"
2012,73,60079,26,25.6,NA,5,6,37,4,142,105,73.9,14,36.8,6,NA,272,NA,NA,7.16,NA,0.24,NA,5,"Arsenal 2012",NA,NA,"NA"
2012,72,36066,28,26.3,NA,0,0,54,2,127,81,63.8,9,23.7,0,NA,284,NA,NA,7.47,NA,0.22,NA,0,"Tottenham 2012",NA,NA,"NA"
2012,63,36356,23,28.8,NA,2,2,59,3,143,103,72,11,28.9,2,NA,266,NA,NA,7,NA,0.19,NA,2,"Everton 2012",NA,NA,"NA"
2012,61,44749,28,26.2,NA,5,6,54,2,135,92,68.1,16,42.1,6,NA,297,NA,NA,7.82,NA,0.21,NA,5,"Liverpool 2012",NA,NA,"NA"
2012,49,25202,25,27.6,NA,5,7,62,4,177,120,67.8,8,21.1,7,NA,200,NA,NA,5.26,NA,0.23,NA,5,"West Brom 2012",NA,NA,"NA"
2012,46,20476,25,26.6,NA,0,0,57,2,201,150,74.6,10,26.3,0,NA,209,NA,NA,5.5,NA,0.22,NA,0,"Swansea City 2012",NA,NA,"NA"
2012,46,34717,26,28,NA,4,4,74,1,215,162,75.3,11,28.9,4,NA,206,NA,NA,5.42,NA,0.19,NA,4,"West Ham 2012",NA,NA,"NA"
2012,44,26672,27,26.7,NA,1,2,60,1,176,118,67,10,26.3,2,NA,177,NA,NA,4.66,NA,0.22,NA,1,"Norwich City 2012",NA,NA,"NA"
2012,43,25423,29,30.4,NA,6,6,48,3,198,138,69.7,8,21.1,6,NA,205,NA,NA,5.39,NA,0.19,NA,6,"Fulham 2012",NA,NA,"NA"
2012,42,26722,24,27.1,NA,3,5,76,4,154,109,70.8,12,31.6,5,NA,144,NA,NA,3.79,NA,0.21,NA,3,"Stoke City 2012",NA,NA,"NA"
2012,41,30855,25,25.3,NA,3,3,43,2,162,102,63,7,18.4,3,NA,207,NA,NA,5.45,NA,0.21,NA,3,"Southampton 2012",NA,NA,"NA"
2012,41,35060,28,24.1,NA,3,3,72,3,193,124,64.2,5,13.2,3,NA,176,NA,NA,4.63,NA,0.25,NA,3,"Aston Villa 2012",NA,NA,"NA"
2012,41,50517,32,26.2,NA,4,5,71,4,189,121,64,6,15.8,5,NA,208,NA,NA,5.47,NA,0.19,NA,4,"Newcastle Utd 2012",NA,NA,"NA"
2012,39,40563,29,26.2,NA,4,4,61,3,200,146,73,11,28.9,4,NA,164,NA,NA,4.32,NA,0.21,NA,4,"Sunderland 2012",NA,NA,"NA"
2012,36,19359,28,27.7,NA,1,1,66,2,188,115,61.2,5,13.2,1,NA,209,NA,NA,5.5,NA,0.21,NA,1,"Wigan Athletic 2012",NA,NA,"NA"
2012,28,23862,28,27.2,NA,4,4,45,1,236,163,69.1,5,13.2,4,NA,146,NA,NA,3.84,NA,0.25,NA,4,"Reading 2012",NA,NA,"NA"
2012,25,17779,30,28.2,NA,1,4,59,3,192,132,68.8,7,18.4,4,NA,183,NA,NA,4.82,NA,0.15,NA,1,"QPR 2012",NA,NA,"NA"
2014,87,41546,25,27,55.9,4,5,0,0,121,89,73.6,17,44.7,5,NA,209,NA,NA,5.5,NA,0.33,NA,4,"Chelsea 2014",NA,NA,"NA"
2014,79,45365,24,28.6,59.8,7,8,0,0,128,90,70.3,14,36.8,8,NA,228,NA,NA,6,NA,0.33,NA,7,"Manchester City 2014",NA,NA,"NA"
2014,75,59992,29,26.1,56.6,6,7,0,0,128,92,71.9,13,34.2,7,NA,226,NA,NA,5.95,NA,0.28,NA,6,"Arsenal 2014",NA,NA,"NA"
2014,70,75335,33,26,61.2,3,5,0,0,134,97,72.4,11,28.9,5,NA,177,NA,NA,4.66,NA,0.32,NA,3,"Manchester Utd 2014",NA,NA,"NA"
2014,64,35728,27,24.4,57,3,5,0,0,170,117,68.8,9,23.7,5,NA,171,NA,NA,4.5,NA,0.31,NA,3,"Tottenham 2014",NA,NA,"NA"
2014,62,44659,25,25.2,55.8,5,6,0,0,139,91,65.5,14,36.8,6,NA,193,NA,NA,5.08,NA,0.22,NA,5,"Liverpool 2014",NA,NA,"NA"
2014,60,30741,29,26,53.1,2,3,0,0,109,76,69.7,15,39.5,3,NA,167,NA,NA,4.39,NA,0.28,NA,2,"Southampton 2014",NA,NA,"NA"
2014,56,20555,27,26.6,50.1,2,2,0,0,188,139,73.9,13,34.2,2,NA,146,NA,NA,3.84,NA,0.28,NA,2,"Swansea City 2014",NA,NA,"NA"
2014,54,27081,25,27.4,50.4,3,3,0,0,139,94,67.6,9,23.7,3,NA,136,NA,NA,3.58,NA,0.32,NA,3,"Stoke City 2014",NA,NA,"NA"
2014,48,24421,30,27.8,40.4,5,7,0,0,144,93,64.6,7,18.4,7,NA,139,NA,NA,3.66,NA,0.29,NA,5,"Crystal Palace 2014",NA,NA,"NA"
2014,47,37406,28,27.9,54.7,4,7,0,0,128,78,60.9,10,26.3,7,NA,167,NA,NA,4.39,NA,0.26,NA,4,"Everton 2014",NA,NA,"NA"
2014,47,34846,28,26.8,45.6,1,2,0,0,174,127,73,9,23.7,2,NA,153,NA,NA,4.03,NA,0.27,NA,1,"West Ham 2014",NA,NA,"NA"
2014,44,25064,26,28,43.7,4,5,0,0,182,131,72,16,42.1,5,NA,132,NA,NA,3.47,NA,0.25,NA,4,"West Brom 2014",NA,NA,"NA"
2014,41,31693,28,27.9,43.5,3,3,0,0,172,117,68,10,26.3,3,NA,137,NA,NA,3.61,NA,0.31,NA,3,"Leicester City 2014",NA,NA,"NA"
2014,39,50359,27,25.9,47.7,1,1,0,0,161,98,60.9,8,21.1,1,NA,140,NA,NA,3.68,NA,0.28,NA,1,"Newcastle Utd 2014",NA,NA,"NA"
2014,38,43157,25,27.8,45.2,4,4,0,0,191,138,72.3,13,34.2,4,NA,129,NA,NA,3.39,NA,0.2,NA,4,"Sunderland 2014",NA,NA,"NA"
2014,38,34133,27,26.3,49,1,1,0,0,168,111,66.1,10,26.3,1,NA,127,NA,NA,3.34,NA,0.24,NA,1,"Aston Villa 2014",NA,NA,"NA"
2014,35,23557,29,27.4,44.2,1,1,0,0,153,102,66.7,10,26.3,1,NA,131,NA,NA,3.45,NA,0.24,NA,1,"Hull City 2014",NA,NA,"NA"
2014,33,19131,24,27.2,42.5,1,2,0,0,178,125,70.2,10,26.3,2,NA,124,NA,NA,3.26,NA,0.21,NA,1,"Burnley 2014",NA,NA,"NA"
2014,30,17809,32,28.2,45.2,3,5,0,0,209,136,65.1,6,15.8,5,NA,149,NA,NA,3.92,NA,0.24,NA,3,"QPR 2014",NA,NA,"NA"
2015,81,31998,23,27.7,42.6,10,13,0,0,136,100,73.5,15,39.5,13,NA,179,NA,NA,4.71,NA,0.32,NA,10,"Leicester City 2015",NA,NA,"NA"
2015,71,59944,25,27,58.3,1,2,0,0,148,112,75.7,18,47.4,2,NA,210,NA,NA,5.53,NA,0.29,NA,1,"Arsenal 2015",NA,NA,"NA"
2015,70,35776,24,24.5,57.4,5,5,0,0,121,86,71.1,13,34.2,5,NA,250,NA,NA,6.58,NA,0.25,NA,5,"Tottenham 2015",NA,NA,"NA"
2015,66,54041,25,28.3,56.9,5,8,0,0,125,84,67.2,16,42.1,8,NA,210,NA,NA,5.53,NA,0.31,NA,5,"Manchester City 2015",NA,NA,"NA"
2015,66,75286,33,25.6,58.5,3,3,0,0,120,85,70.8,18,47.4,3,NA,144,NA,NA,3.79,NA,0.3,NA,3,"Manchester Utd 2015",NA,NA,"NA"
2015,63,30751,26,26.4,49.2,3,4,0,0,133,92,69.2,12,31.6,4,NA,165,NA,NA,4.34,NA,0.33,NA,3,"Southampton 2015",NA,NA,"NA"
2015,62,34910,28,26.6,48.4,4,4,0,0,162,111,68.5,11,28.9,4,NA,186,NA,NA,4.89,NA,0.32,NA,4,"West Ham 2015",NA,NA,"NA"
2015,60,43910,34,25.2,57.2,2,2,0,0,130,80,61.5,11,28.9,2,NA,199,NA,NA,5.24,NA,0.3,NA,2,"Liverpool 2015",NA,NA,"NA"
2015,51,27534,27,27.4,49.7,5,5,0,0,175,120,68.6,10,26.3,5,NA,127,NA,NA,3.34,NA,0.28,NA,5,"Stoke City 2015",NA,NA,"NA"
2015,50,41500,28,26.8,56.2,4,5,0,0,172,119,69.2,9,23.7,5,NA,172,NA,NA,4.53,NA,0.3,NA,4,"Chelsea 2015",NA,NA,"NA"
2015,47,38124,31,26.5,51.9,4,5,0,0,179,124,69.3,10,26.3,5,NA,174,NA,NA,4.58,NA,0.3,NA,4,"Everton 2015",NA,NA,"NA"
2015,47,20711,27,27.6,52.5,5,5,0,0,165,113,68.5,9,23.7,5,NA,135,NA,NA,3.55,NA,0.27,NA,5,"Swansea City 2015",NA,NA,"NA"
2015,45,20594,25,28.2,45.1,6,7,0,0,123,73,59.3,11,28.9,7,NA,139,NA,NA,3.66,NA,0.23,NA,6,"Watford 2015",NA,NA,"NA"
2015,43,24631,28,29.1,39.8,1,5,0,0,155,107,69,11,28.9,5,NA,108,NA,NA,2.84,NA,0.29,NA,1,"West Brom 2015",NA,NA,"NA"
2015,42,24825,30,27.7,45.8,4,5,0,0,168,117,69.6,8,21.1,5,NA,153,NA,NA,4.03,NA,0.22,NA,4,"Crystal Palace 2015",NA,NA,"NA"
2015,42,11189,28,27.7,51.2,3,4,0,0,152,85,55.9,7,18.4,4,NA,143,NA,NA,3.76,NA,0.28,NA,3,"Bournemouth 2015",NA,NA,"NA"
2015,39,43071,31,27.3,41,3,3,0,0,213,151,70.9,7,18.4,3,NA,173,NA,NA,4.55,NA,0.24,NA,3,"Sunderland 2015",NA,NA,"NA"
2015,37,49754,31,25.4,46.6,3,3,0,0,178,113,63.5,8,21.1,3,NA,150,NA,NA,3.95,NA,0.27,NA,3,"Newcastle Utd 2015",NA,NA,"NA"
2015,34,26972,28,27.7,46,1,1,0,0,165,98,59.4,5,13.2,1,NA,130,NA,NA,3.42,NA,0.28,NA,1,"Norwich City 2015",NA,NA,"NA"
2015,17,33690,29,26.6,46.4,2,2,0,0,186,110,59.1,6,15.8,2,NA,110,NA,NA,2.89,NA,0.2,NA,2,"Aston Villa 2015",NA,NA,"NA"
2016,93,41508,24,27.2,55.1,2,4,0,0,105,72,70.5,16,42.1,2,582,205,35.2,15.32,5.39,0.14,0.4,NA,2,"Chelsea 2016",0,0,"NA"
2016,86,31639,24,25.3,60.5,7,9,0,0,110,84,78.2,17,44.7,2,670,257,38.4,17.63,6.76,0.11,0.3,NA,7,"Tottenham 2016",0,0,"NA"
2016,78,54019,25,28.5,65,7,9,0,0,105,66,64.8,12,31.6,5,633,215,34,16.66,5.66,0.11,0.32,NA,7,"Manchester City 2016",1,2,"NA"
2016,76,53016,23,26.1,62,7,8,0,0,114,72,65.8,12,31.6,5,639,236,36.9,16.82,6.21,0.11,0.3,NA,7,"Liverpool 2016",2,0,"NA"
2016,75,59957,29,26.9,58.9,4,6,0,0,167,123,79.6,13,34.2,10,568,201,35.4,14.95,5.29,0.12,0.34,NA,4,"Arsenal 2016",0,0,"NA"
2016,69,75290,31,26.7,56.5,3,4,0,1,116,87,78.4,17,44.7,5,589,207,35.1,15.5,5.45,0.09,0.25,NA,3,"Manchester Utd 2016",1,0,"NA"
2016,61,39047,27,27.5,52.1,3,4,0,1,148,104,72.3,13,34.2,5,500,192,38.4,13.16,5.05,0.11,0.29,NA,3,"Everton 2016",1,1,"NA"
2016,46,30936,26,26,54.4,3,6,0,1,130,82,67.7,14,36.8,9,549,179,32.6,14.45,4.71,0.07,0.2,NA,3,"Southampton 2016",1,2,"NA"
2016,46,11182,27,27,51.5,7,10,0,2,189,122,65.6,10,26.3,5,452,160,35.4,11.89,4.21,0.1,0.29,NA,7,"Bournemouth 2016",2,1,"NA"
2016,45,23876,23,29.4,37.3,1,1,0,0,160,109,70,6,15.8,3,399,124,31.1,10.5,3.26,0.11,0.34,NA,1,"West Brom 2016",0,0,"NA"
2016,45,56972,29,27.1,47.1,3,4,0,4,182,118,67.6,10,26.3,8,498,136,27.3,13.11,3.58,0.09,0.32,NA,3,"West Ham 2016",1,2,"NA"
2016,44,31893,25,27.8,41.9,4,6,0,0,190,127,68.4,9,23.7,3,435,145,33.3,11.45,3.82,0.1,0.29,NA,4,"Leicester City 2016",0,0,"NA"
2016,44,27433,26,28.7,46.3,4,6,0,1,180,124,69.4,11,28.9,2,426,135,31.7,11.21,3.55,0.08,0.24,NA,4,"Stoke City 2016",1,0,"NA"
2016,41,25161,31,27.7,45.4,4,7,0,0,176,113,65.3,7,18.4,2,441,137,31.1,11.61,3.61,0.1,0.32,NA,4,"Crystal Palace 2016",0,0,"NA"
2016,41,20619,27,27.4,47.9,3,3,0,0,179,109,64.2,8,21.1,8,403,145,36,10.61,3.82,0.1,0.29,NA,3,"Swansea City 2016",1,1,"NA"
2016,40,20558,27,27.7,40.3,6,6,0,1,208,153,75.5,10,26.3,5,388,121,31.2,10.21,3.18,0.09,0.27,NA,6,"Burnley 2016",1,0,"NA"
2016,40,20571,33,29,46.1,3,3,0,3,187,119,65.2,7,18.4,4,424,143,33.7,11.16,3.76,0.08,0.25,NA,3,"Watford 2016",1,0,"NA"
2016,34,20761,28,27.4,45.9,3,3,0,0,214,134,67.8,5,13.2,14,396,126,31.8,10.42,3.32,0.08,0.26,NA,3,"Hull City 2016",2,1,"NA"
2016,28,30449,27,27.3,47.3,2,2,0,1,171,118,71.3,11,28.9,5,349,98,28.1,9.18,2.58,0.07,0.24,NA,2,"Middlesbrough 2016",0,1,"NA"
2016,24,41287,31,26.8,39.7,5,5,0,3,248,179,73.8,6,15.8,4,388,122,31.4,10.21,3.21,0.06,0.19,NA,5,"Sunderland 2016",0,0,"NA"
